,itemId,itemName,itemType,avgPlat,lastSold,avgPlatMaxed,lastSoldMaxed,avgPlatDiff,lastSoldPlatDiff
663,55c15448e779895dccdabe9c,Adhesive Blast,Mod,4.2,5.0,,,,
664,554d3f0ce779894445a848fa,Kinetic Collision,Mod,,15.0,,,,
665,56dac5b85cc639de0a45c529,Thundermiter,Mod,,30.0,,,,
666,54a74454e779892d5e515606,Finishing Touch,Mod,3.2,3.0,,,,
667,56dac5bc5cc639de0a45c52a,Static Alacrity,Mod,,20.0,,,,
668,559daaa7e779897b35d626c6,Ash Prime Chassis Blueprint,Warframe,11.2,10.815,,,,
669,57bc9c84e506eb45ea251459,Tigris Prime Blueprint,Weapon,21.1,20.083,,,,
670,56dac5c05cc639de0a45c52b,Emergent Aftermath,Mod,86.7,10.0,,,,
671,54a74454e779892d5e51560a,Fortitude,Mod,3.9,3.765,,,,
672,559daaafe779897b399db0fd,Ash Prime Systems Blueprint,Warframe,24.1,24.0,,,,
673,54a73e65e779893a797fff7b,Mag Prime Systems Blueprint,Warframe,18.4,18.578,,,,
674,55a46992e77989023be347fe,Prisma Grakata,Weapon,71.4,73.0,,,,
675,55c153afe779895d6f802d7a,Mobilize,Mod,4.1,3.0,,,,
676,559daaefe779897b5a2d3551,Vectis Prime Receiver,Weapon,27.0,25.204,,,,
677,54a74454e779892d5e5155aa,Automatic Trigger,Mod,6.2,5.741,14.0,11.75,7.8,6.01
678,5754a31be701ef5844257dab,Armored Recovery,Mod,,,,,,
679,57dbdc525e334907aa8edb55,Vaykor Sydon,Weapon,27.8,28.308,,,,
680,54a74454e779892d5e5155b1,Slip Magazine,Mod,4.8,5.0,,,,
681,54a74454e779892d5e515613,Homing Fang,Mod,3.7,3.0,,,,
682,55a46a58e77989027c23b89c,Arcane Grace,Arcane,12.6,12.821,,,,
683,54a74454e779892d5e515614,Maul,Mod,4.4,3.0,,,,
684,5758ae0842ba8659dde2f571,Enhanced Vitality,Mod,37.8,34.0,39.0,40.0,1.2,6.0
685,54a73e65e779893a797fff29,Bo Prime Ornament,Weapon,18.5,19.0,,,,
686,56675652f9001cd2824a6826,Dera Vandal Receiver,Weapon,8.7,8.0,,,,
687,56783f24cbfa8f0432dd898e,Ankyros Prime Set,Weapon,78.0,80.267,,,,
688,54a74454e779892d5e5155db,Vile Acceleration,Mod,9.6,9.508,19.7,19.684,10.1,10.18
689,54a74454e779892d5e51560e,Barrel Diffusion,Mod,4.9,4.619,,,,
690,54a74454e779892d5e51563a,Whirlwind,Mod,4.3,4.167,11.6,11.0,7.3,6.83
691,54a74454e779892d5e51563b,Antitoxin,Mod,5.1,5.0,,10.0,-5.1,5.0
692,54a74454e779892d5e51563c,Disruptor,Mod,,,,,,
693,54a74454e779892d5e51563d,Heavy Caliber,Mod,8.3,7.95,76.1,72.6,67.8,64.65
694,54a74454e779892d5e51563e,Piercing Hit,Mod,3.4,4.0,,,,
695,54a74454e779892d5e515642,Continuity,Mod,3.4,3.222,9.4,10.0,6.0,6.78
696,54a74454e779892d5e51564e,Tainted Clip,Mod,2.2,1.75,,,,
697,54a74454e779892d5e515658,Shock Trooper,Mod,10.1,9.682,13.3,10.0,3.2,0.32
698,54a74455e779892d5e51568e,Flow,Mod,1.9,2.333,5.5,5.0,3.6,2.67
699,54a74455e779892d5e515698,Critical Deceleration,Mod,8.4,7.141,14.3,14.467,5.9,7.33
700,54ca4330e779891a286a5428,Wyrm Prime Carapace,Blueprint,17.2,17.455,,,,
701,54e0c9eee7798903744178ae,Healing Flame,Mod,11.7,14.0,13.4,12.0,1.7,-2.0
702,56153836b66f836fa7d42c8c,Atlantis Vulcan,Mod,3.9,4.5,,,,
703,56153f21b66f83707a67c0b4,Prisma Tetra,Weapon,33.0,33.5,,,,
704,5615432bb66f8371035bfa2a,Sonic Fracture,Mod,10.8,10.333,12.4,9.0,1.6,-1.33
705,56783f24cbfa8f0432dd89a9,Paris Prime Set,Weapon,9.4,9.755,,,,
706,56783f24cbfa8f0432dd89af,Trinity Prime Set,Warframe,61.1,62.242,,,,
707,59dfeb63115f1d887cfd7aba,Vigilante Armaments,Mod,5.7,6.116,13.4,15.889,7.7,9.77
708,592dd262011e88f094afec82,Sybaris Prime Blueprint,Weapon,5.2,4.571,,,,
709,58f0ee99aa4b70452a173072,Beguiling Lantern,Mod,11.7,10.0,12.5,15.0,0.8,5.0
710,59a5c2565cd9938cfede703e,Ballistica Prime Set,Weapon,59.2,63.069,,,,
711,5a04750a6c4655012038ddc6,Virtuos Fury,Arcane,5.0,6.0,,,,
712,5a04750a6c4655012038ddc7,Virtuos Null,Arcane,19.8,27.0,,,,
713,5a04750b6c4655012038ddc8,Virtuos Tempo,Arcane,37.8,40.0,,,,
714,5a04750b6c4655012038ddc9,Exodia Force,Arcane,66.5,64.286,,,,
715,5a04750e6c4655012038ddd0,Virtuos Ghost,Arcane,34.0,25.0,,,,
716,59385f6716efa3a742b15f60,Chromatic Blade,Mod,9.9,9.923,13.0,11.8,3.1,1.88
717,595567c18e34b5ed3cb3d9bb,Expel Corrupted,Mod,13.8,13.0,22.2,20.0,8.4,7.0
718,59dfeb5c115f1d887cfd7ab3,Gladiator Aegis,Mod,4.0,4.583,13.1,15.0,9.1,10.42
719,5911f11d97a0add8e9d5da4d,Neutralizing Justice,Mod,12.4,13.25,,,,
720,5be5f5a23ffcc7038857f123,Radiant Zodian,Gem,1.7,2.042,,,,
721,5be5f5a43ffcc7038857f12f,Biting Piranha,Mod,,5.0,,,,
722,5d21ce46f4604c012d1e0c12,Wukong Prime Blueprint,Warframe,34.3,34.818,,,,
723,5d21ce46f4604c012d1e0c13,Wukong Prime Systems Blueprint,Warframe,10.6,10.443,,,,
724,5d21ce47f4604c012d1e0c14,Zhuge Prime String,Weapon,6.5,6.25,,,,
725,54a74454e779892d5e515664,Gilded Truth,Mod,13.6,14.789,16.6,16.25,3.0,1.46
726,54a74454e779892d5e51566b,Link Fiber,Mod,5.6,5.6,68.4,72.5,62.8,66.9
727,54a74455e779892d5e5156d6,Sure Footed,Mod,10.4,10.561,16.2,17.714,5.8,7.15
728,54a74454e779892d5e51566c,Bleeding Willow,Mod,3.5,4.5,,,,
729,54a74454e779892d5e51566d,Undying Will,Mod,4.3,5.0,14.6,15.0,10.3,10.0
730,54a74455e779892d5e5156dd,Iron Phoenix,Mod,2.2,2.0,,,,
731,54a74454e779892d5e51566e,Pointed Wind,Mod,8.1,7.917,15.5,13.0,7.4,5.08
732,54a74455e779892d5e5156de,Stabilizer,Mod,3.4,3.667,,,,
733,54a74454e779892d5e51566f,Rifle Scavenger,Mod,14.2,11.714,,,,
734,54a74455e779892d5e5156df,Quickening,Mod,13.4,13.489,14.7,13.25,1.3,-0.24
735,54a74454e779892d5e515670,Rubedo-Lined Barrel,Mod,3.0,4.0,,,,
736,54a74455e779892d5e5156e0,Sundering Strike,Mod,3.0,2.0,,,,
737,5b00231bac0f7e006fd6f7b4,Negate,Mod,48.6,49.938,58.3,58.4,9.7,8.46
738,5b00231cac0f7e006fd6f7b5,Peculiar Growth,Mod,21.3,23.875,26.6,25.0,5.3,1.12
739,5b2985e0eb069f04ea65b0d8,Destreza Prime Blade,Weapon,40.3,39.364,,,,
740,5be4b0a53ffcc703294e76b3,Mecha Empowered,Mod,7.1,7.333,19.3,17.5,12.2,10.17
741,5be4b0a53ffcc703294e76b7,Mecha Pulse,Mod,6.0,4.615,,,,
742,5be5f59e3ffcc7038857f0f9,Mafic Rain,Mod,,,,,,
743,5be5f59f3ffcc7038857f0fe,Crashing Timber,Mod,,5.0,,,,
744,5be5f5a03ffcc7038857f106,Tainted Hydra,Mod,,,,,,
745,5be5f5a13ffcc7038857f10b,Lashing Coil,Mod,,,,,,
746,54a74454e779892d5e51561f,Regen,Mod,,14.0,,,,
747,588c7923c353473a172364f3,Aklex Prime Link,Weapon,54.4,55.842,,,,
748,54a74454e779892d5e515625,Speed Trigger,Mod,10.0,10.0,,,,
749,59dfeb6c115f1d887cfd7ac3,Augur Secrets,Mod,25.6,24.747,32.4,28.675,6.8,3.93
750,58e6407ada6e257f670cf06c,Cressa's Garrison Scene,Misc.,37.8,35.0,,,,
751,58e6407ada6e257f670cf06a,Arbiter's Tribunal Scene,Misc.,73.6,20.0,,,,
752,59ecb664195d2301ee11c929,Grineer Forest Industry Scene,Misc.,15.2,14.0,,,,
753,58b57068eb26db5c3119210d,Banshee Prime Systems Blueprint,Warframe,17.9,17.648,,,,
754,54a74454e779892d5e515636,Arrow Mutation,Mod,3.2,3.5,,,,
755,59a48b625cd9938cfede7038,Hydroid Prime Blueprint,Warframe,15.2,15.077,,,,
756,5754a300e701ef5844257da6,Hastened Deflection,Mod,5.6,6.429,,,,
757,5c4050e32cc6ce023b79c0f1,Infectious Injection,Mod,10.4,11.0,,,,
758,5c8694862cc6ce0bbc095d9d,Wise Razor,Mod,11.8,11.571,18.1,20.0,6.3,8.43
759,5ca28670fc2db2035eae05a0,Equinox Prime Systems Blueprint,Warframe,32.1,31.327,,,,
760,5cc4816afc2db2099c1804cd,Archgun Riven Mod (Veiled),Riven,15.6,15.0,,,,
761,54a73e65e779893a797fff55,Paris Prime Blueprint,Weapon,1.8,2.286,,,,
762,5754a307e701ef5844257da7,Resonating Quake,Mod,13.3,14.0,,,,
763,54a74454e779892d5e515675,Flailing Branch,Mod,4.4,4.0,,,,
764,54a74454e779892d5e5155ac,Frostbite,Mod,15.1,15.969,24.7,21.632,9.6,5.66
765,5d322d1174bdad027da4d096,Gas City Central Drop Scene,Misc.,8.4,2.0,,,,
766,5d6ea67e7ea27b05d929cc04,Lua Unairu Lens,Lens,21.5,17.5,,,,
767,5d8765dd7ea27b08950c13b6,Shepherd,Mod,6.9,5.0,,,,
768,5bebf1713ffcc704caf38cf5,Orokin Tower Extraction Scene,Misc.,,50.0,,,,
769,5c1bda1814a8e4006b1dad8a,Deadly Efficiency,Mod,7.3,7.0,,,,
770,5c1bda1914a8e4006b1dad8c,Virtuos Forge,Arcane,67.5,64.0,,,,
771,5bebf1713ffcc704caf38cf6,Akvasto Prime Blueprint,Weapon,78.3,77.85,,,,
772,5bebf1713ffcc704caf38cf7,Akvasto Prime Link,Weapon,18.9,19.2,,,,
773,5c1bda1914a8e4006b1dad8d,Contamination Casing,Mod,8.6,9.238,13.6,13.0,5.0,3.76
774,5bebf1713ffcc704caf38cf8,Onkko's Command Post Scene,Misc.,,25.0,,,,
775,5870156c937cde2c9d378ac0,Flux Overdrive,Mod,1.8,1.333,7.2,5.0,5.4,3.67
776,5783bf54d9b6753790c89e97,Onorix Blade,Weapon,10.9,9.6,,,,
777,58358e1d2c2ada00655a4ef7,Venka Prime Set,Weapon,99.3,99.381,,,,
778,54a74455e779892d5e5156c2,Suppress,Mod,3.6,8.0,,,,
779,54a74454e779892d5e5155cd,Target Fixation,Mod,12.7,13.0,,,,
780,54a74454e779892d5e5155ce,Maglev,Mod,3.3,5.0,,,,
781,54a74454e779892d5e5155df,Cleanse Grineer,Mod,2.8,3.0,,,,
782,567af35fcbfa8f05d076a512,Heightened Reflexes,Mod,14.2,20.0,,,,
783,54a74454e779892d5e5155e2,Hunt,Mod,6.2,5.0,,,,
784,54a73e65e779893a797fff51,Orthos Prime Blueprint,Weapon,3.6,3.714,,,,
785,54a74454e779892d5e5155e4,Hall Of Malevolence,Mod,10.7,11.15,12.0,10.667,1.3,-0.48
786,54a74454e779892d5e5155e6,Smite Grineer,Mod,9.8,10.0,,,,
787,54a74454e779892d5e5155e7,Firestorm,Mod,4.9,4.571,,,,
788,54a74454e779892d5e5155e8,Bane Of Corpus,Mod,13.1,10.0,,,,
789,54a74454e779892d5e5155e9,Berserker Fury,Mod,6.6,5.7,11.6,11.429,5.0,5.73
790,54a74455e779892d5e5156d7,Rousing Plunder,Mod,14.1,14.5,13.8,15.0,-0.3,0.5
791,567af35fcbfa8f05d076a51a,Loose Magazine,Mod,,20.0,,,,
792,54a74455e779892d5e5156d8,Life Strike,Mod,3.4,3.167,6.8,5.0,3.4,1.83
793,54a74454e779892d5e5155ea,Handspring,Mod,5.0,4.636,,,,
794,54a73e65e779893a797fff53,Paris Prime Grip,Weapon,3.9,3.45,,,,
795,567af35fcbfa8f05d076a51b,Lucky Shot,Mod,,,,,,
796,54a74455e779892d5e5156db,Electrified Barrel,Mod,10.1,10.0,,,,
797,567af35fcbfa8f05d076a51c,Maximum Capacity,Mod,,70.0,,,,
798,584470092c2ada00787e0888,Savior Decoy,Mod,10.2,10.0,18.0,15.0,7.8,5.0
799,54a74455e779892d5e5156dc,Stalking Fan,Mod,8.3,8.467,13.5,17.5,5.2,9.03
800,5992f2fa6a92654847b8df2a,Primed Bane Of Corrupted,Mod,47.6,51.75,122.2,126.091,74.6,74.34
801,54a74455e779892d5e5156e4,Warm Coat,Mod,36.5,50.0,,,,
802,54a74455e779892d5e5156e5,Tainted Mag,Mod,2.5,2.6,74.6,62.5,72.1,59.9
803,567af35fcbfa8f05d076a523,Tactical Retreat,Mod,11.6,9.0,,,,
804,54a74454e779892d5e51568a,Bright Purity,Mod,10.9,10.0,16.5,13.333,5.6,3.33
805,54a74455e779892d5e51569d,Frigid Blast,Mod,9.8,10.508,13.6,11.25,3.8,0.74
806,56dac5b45cc639de0a45c528,Shrapnel Rounds,Mod,12.0,15.0,,,,
807,54a74454e779892d5e515593,Bleeding Edge,Mod,5.0,4.0,,,,
808,5bf54b483ffcc7066e7eb855,Pax Seeker,Arcane,6.4,6.0,,,,
809,5c182b739603780081b09a55,Mesa Prime Blueprint,Warframe,6.0,5.797,,,,
810,5ca28670fc2db2035eae05a5,Equinox Prime Neuroptics Blueprint,Warframe,5.9,6.649,,,,
811,5c196fae96037800ddadac16,Redeemer Prime Blueprint,Weapon,5.7,5.786,,,,
812,5c1bda0d14a8e4006b1dad6e,Virtuos Spike,Arcane,55.7,55.0,,,,
813,5ca28670fc2db2035eae059f,Tipedo Prime Blueprint,Weapon,4.9,5.545,,,,
814,567af35fcbfa8f05d076a4f1,Serrated Edges,Mod,,,,,,
815,54a74454e779892d5e515591,Flame Repellent,Mod,,7.0,,,,
816,570e384396c62ba9d1795d21,Quanta Vandal,Weapon,71.5,76.333,,,,
817,54c6860ce7798913933a7a43,Mara Detron,Weapon,77.3,70.0,,,,
818,54a74454e779892d5e515597,Shock Absorbers,Mod,3.7,3.0,,,,
819,54a73e65e779893a797fff38,Bronco Prime Receiver,Weapon,2.9,3.615,,,,
820,54d4c752e77989282cc8b0a0,Mutalist Alad V Nav Coordinate,Misc.,7.9,8.0,,,,
821,54a73e65e779893a797fff3a,Burston Prime Blueprint,Weapon,6.1,7.033,,,,
822,567af35fcbfa8f05d076a4f6,Soft Hands,Mod,4.0,4.5,,,,
823,567af35fcbfa8f05d076a4f7,Spring-Loaded Broadhead,Mod,3.8,4.0,,,,
824,54e0c9eee7798903744178ab,Rift Torrent,Mod,14.3,16.667,15.3,17.5,1.0,0.83
825,54a73e65e779893a797fff3c,Burston Prime Stock,Weapon,2.8,2.756,,,,
826,567af35fcbfa8f05d076a4fc,Sword Alone,Mod,,100.0,,,,
827,567af35fcbfa8f05d076a4fd,Tactical Reload,Mod,4.2,4.5,,,,
828,54a73e65e779893a797fff46,Hikou Prime Blueprint,Weapon,5.2,5.667,,,,
829,567af35fcbfa8f05d076a4fe,Tear Gas,Mod,,,,,,
830,554d3f0ce779894445a848fc,Primed Slip Magazine,Mod,46.1,40.0,138.4,136.667,92.3,96.67
831,554d3f0ce779894445a848fd,Shelter,Mod,68.0,110.0,60.0,25.0,-8.0,-85.0
832,54a74455e779892d5e5156e1,Gemini Cross,Mod,3.2,5.0,,,,
833,54a74454e779892d5e515671,Rupture,Mod,,20.0,,,,
834,54aaefabe779892ce54c8980,Arcane Vanguard Helmet,Skin,217.5,245.0,,,,
835,5729bd18cb59ed5a9b484e92,Fomorian Accelerant,Mod,6.8,6.333,,,,
836,54c68672e7798913ba044082,Primed Flow,Mod,62.5,64.338,144.4,147.2,81.9,82.86
837,5740c1679d238d4a03d28514,Imperator Vandal Blueprint,Weapon,7.3,6.75,,,,
838,54dd276ee7798934e7afad13,Primed Pistol Ammo Mutation,Mod,109.9,110.0,279.3,295.0,169.4,185.0
839,54aaefc3e779893b1ffe451d,Arcane Pendragon Helmet,Skin,324.0,417.5,,,,
840,54dd278ae7798934ecce4f0a,Prisma Veritux,Weapon,108.0,108.5,,,,
841,54e0c9eee7798903744178a9,Resonance,Mod,11.0,11.4,,,,
842,54e0c9eee7798903744178af,Ballistic Bullseye,Mod,9.1,9.0,,,,
843,55244820e779890907ef6805,Volt Prime Blueprint,Warframe,19.2,18.613,,,,
844,58f0ee99aa4b70452a173073,Piercing Navigator,Mod,11.2,10.0,,,,
845,5d322d0f74bdad027da4d06e,Gas City Alad's Laboratory Scene,Misc.,,3.0,,,,
846,54a74454e779892d5e5155d3,Magnum Force,Mod,4.4,4.074,74.8,70.909,70.4,66.84
847,54a74455e779892d5e51569f,Expel Corpus,Mod,4.8,5.333,,,,
848,54a73e65e779893a797fff7e,Ember Prime Chassis Blueprint,Warframe,26.2,25.85,,,,
849,5667519a5dcbc186f0536bd4,Arcane Tempo,Arcane,2.4,3.0,,,,
850,5667576ddb7c7a568a8d45bf,Madurai Lens,Lens,4.4,4.167,,,,
851,5667576ddb7c7a568a8d45c3,Unairu Lens,Lens,2.8,3.0,,,,
852,566759c8db7c7a568a8d45c6,Cunning Drift,Mod,11.2,9.828,18.6,18.824,7.4,9.0
853,566759c8db7c7a568a8d45c7,Endurance Drift,Mod,3.5,3.714,,,,
854,54e644ffe779897594fa68d2,Abating Link,Mod,15.0,15.0,21.9,16.5,6.9,1.5
855,566759c8db7c7a568a8d45c8,Power Drift,Mod,8.1,7.326,14.2,14.581,6.1,7.25
856,566759c8db7c7a568a8d45c9,Speed Drift,Mod,22.0,20.412,31.4,31.75,9.4,11.34
857,54e64500e779897594fa68d4,Hallowed Eruption,Mod,10.5,10.0,19.1,12.5,8.6,2.5
858,566759c8db7c7a568a8d45ca,Stealth Drift,Mod,2.9,4.5,,,,
859,54a73e65e779893a797fff78,Rhino Prime Chassis Blueprint,Warframe,15.6,16.469,,,,
860,54a74454e779892d5e5155d9,Cutting Edge,Mod,5.0,4.0,74.8,90.0,69.8,86.0
861,54e64500e779897594fa68d5,Iron Shrapnel,Mod,10.7,10.25,14.7,15.0,4.0,4.75
862,56783f24cbfa8f0432dd898d,Akbronco Prime Set,Weapon,12.1,10.423,,,,
863,54a74454e779892d5e5155da,Contagious Spread,Mod,4.4,4.0,17.8,12.5,13.4,8.5
864,55108594e77989728d5100c6,Arcane Agility,Arcane,3.7,3.0,,,,
865,5526aec1e779896af941825f,Piercing Roar,Mod,10.9,10.75,,,,
866,56783f24cbfa8f0432dd8996,Carrier Prime Set,Blueprint,71.0,68.548,,,,
867,5526aec1e779896af9418260,Hushed Invisibility,Mod,10.4,10.714,,,,
868,56783f24cbfa8f0432dd8997,Dakra Prime Set,Weapon,34.2,34.947,,,,
869,5526aec1e779896af9418261,Pilfering Swarm,Mod,10.4,10.079,12.8,12.286,2.4,2.21
870,54a74454e779892d5e5155dc,Diamond Skin,Mod,2.6,2.0,,,,
871,56783f24cbfa8f0432dd8998,Dera Vandal Set,Weapon,39.2,36.0,,,,
872,54a74454e779892d5e5155e3,Toxic Sequence,Mod,10.3,10.0,,,,
873,57962daf19aaba0b00a9b1b1,Latron Wraith Blueprint,Weapon,13.1,9.5,,,,
874,57962daf19aaba0b00a9b1b2,Latron Wraith Receiver,Weapon,20.8,19.545,,,,
875,57962daf19aaba0b00a9b1b3,Latron Wraith Stock,Weapon,15.2,12.25,,,,
876,57962daf19aaba0b00a9b1b4,Latron Wraith Set,Weapon,68.0,66.125,,,,
877,57b4e5486f6b2fda8ea6caa0,Territorial Aggression,Mod,6.4,4.0,,10.0,-6.4,6.0
878,57b4e5486f6b2fda8ea6caa1,Swipe,Mod,3.4,3.0,,,,
879,57b4e5486f6b2fda8ea6caa2,Pounce,Mod,3.2,3.0,,,,
880,57b4e5486f6b2fda8ea6caa3,Sharpened Claws,Mod,3.2,3.0,,,,
881,57bc948ae506eb45ea25144e,Twin Vipers Wraith Link,Weapon,11.6,15.0,,,,
882,57bc948ae506eb45ea25144f,Twin Vipers Wraith Receivers,Weapon,12.9,14.2,,,,
883,57bc94bae506eb45ea251450,Twin Vipers Wraith Set,Weapon,54.9,54.125,,,,
884,54a74455e779892d5e5156c6,Enemy Radar,Mod,20.6,23.364,,,,
885,57bc9a40e506eb45ea251452,Nekros Prime Chassis Blueprint,Warframe,8.6,9.143,,,,
886,5d8765de7ea27b08950c13b8,Arcane Bodyguard,Arcane,3.7,3.444,,,,
887,5d8765de7ea27b08950c13bf,Arcane Primary Charger,Arcane,4.6,4.5,,,,
888,5d8765de7ea27b08950c13c0,Swift Momentum,Mod,7.1,7.45,,,,
889,5d8765de7ea27b08950c13c1,Combat Discipline,Mod,7.7,6.85,13.2,13.0,5.5,6.15
890,5d8765de7ea27b08950c13c4,Arcane Blade Charger,Arcane,4.7,4.522,,,,
891,5d8765df7ea27b08950c13c8,Melee Guidance,Mod,7.0,6.167,13.8,14.0,6.8,7.83
892,5d9385b17ea27b0a28fd75b8,Atlas Prime Chassis Blueprint,Warframe,5.4,5.421,,,,
893,5d93ca107ea27b0a87566f5f,Dethcube Prime Carapace,Weapon,4.8,4.357,,,,
894,5d93ca107ea27b0a87566f62,Dethcube Prime Cerebrum,Weapon,25.9,24.958,,,,
895,5d93ca117ea27b0a87566f65,Tekko Prime Gauntlet,Weapon,6.9,6.875,,,,
896,5d93ca117ea27b0a87566f6a,Dethcube Prime Blueprint,Weapon,11.5,12.381,,,,
897,5d93ca117ea27b0a87566f6b,Dethcube Prime Set,Weapon,62.5,60.556,,,,
898,54a74455e779892d5e515695,Glacial Edge,Mod,4.6,6.0,20.0,30.0,15.4,24.0
899,54a74455e779892d5e5156ae,Organ Shatter,Mod,9.3,10.0,8.8,10.0,-0.5,0.0
900,5b2987abeb069f0536234279,Limbo Prime Systems Blueprint,Warframe,3.8,4.263,,,,
901,5dbe9b077ea27b0ffe3ca268,Runtime,Mod,8.5,8.6,,,,
902,5dbe9b137ea27b0ffe3ca286,Hit And Run,Mod,4.4,5.0,,,,
903,5df8b0ab1456970087cd9b01,Ivara Prime Neuroptics Blueprint,Warframe,5.7,5.837,,,,
904,5df8b0ab1456970087cd9b02,Ivara Prime Chassis Blueprint,Warframe,33.7,34.14,,,,
905,5df8b0ac1456970087cd9b03,Ivara Prime Systems Blueprint,Warframe,8.5,8.875,,,,
906,5df955121456970150510f21,Baza Prime Blueprint,Weapon,10.2,10.647,,,,
907,5df955121456970150510f22,Baza Prime Set,Weapon,69.4,69.75,,,,
908,5df955131456970150510f23,Aksomati Prime Set,Weapon,88.0,87.867,,,,
909,5df955131456970150510f24,Aksomati Prime Link,Weapon,25.6,24.586,,,,
910,5df955131456970150510f25,Baza Prime Stock,Weapon,31.5,32.233,,,,
911,5df955131456970150510f26,Aksomati Prime Receiver,Weapon,7.3,6.964,,,,
912,5baa8bbf4567de01ac283492,Gram Prime Handle,Weapon,16.1,16.273,,,,
913,54dd265ce7798934d026f6fc,Primed Reach,Mod,51.4,54.143,138.1,140.231,86.7,86.09
914,5b50a3ad3a84fd02a782324c,Warding Thurible,Mod,14.2,14.0,,,,
915,58b57068eb26db5c31192118,Helios Prime Blueprint,Sentinel,5.2,5.158,,,,
916,54a74455e779892d5e5156e6,Terminal Velocity,Mod,4.3,3.8,11.4,14.0,7.1,10.2
917,54a74455e779892d5e5156e7,Ice Storm,Mod,2.9,3.0,8.1,8.0,5.2,5.0
918,592c30c5011e88f094afec7c,Cyclone Kraken,Mod,19.5,22.308,24.0,25.0,4.5,2.69
919,5667568bf9001cd2824a682a,Karak Wraith Receiver,Weapon,12.1,12.273,,,,
920,58f0efdfaa4b70452a173076,Orvius Disc,Weapon,1.1,1.0,,,,
921,5667576ddb7c7a568a8d45c0,Vazarin Lens,Lens,3.3,3.25,,,,
922,54a74455e779892d5e5156ed,Sinking Talon,Mod,3.5,3.5,,,,
923,56dac8d25cc639de0a45c52d,Health Conversion,Mod,54.3,52.316,57.6,60.867,3.3,8.55
924,54a74455e779892d5e5156f4,Reflex Coil,Mod,1.8,3.0,,,,
925,54a73e65e779893a797fff67,Vasto Prime Receiver,Weapon,8.8,9.679,,,,
926,567af35fcbfa8f05d076a4f0,Searing Leap,Mod,,50.0,,,,
927,54a74454e779892d5e5155f7,Loot Detector,Mod,14.6,14.0,20.9,16.5,6.3,2.5
928,54e644ffe779897594fa68cc,Repelling Bastille,Mod,11.6,13.0,,,,
929,54a74454e779892d5e515590,Hollowed Bullets,Mod,9.8,9.696,15.4,12.667,5.6,2.97
930,571955b94445c3e28b80fc80,Scimitar Engines Blueprint,Blueprint,9.5,9.385,,,,
931,54a74454e779892d5e515615,Ironclad Charge,Mod,11.1,10.333,11.5,10.0,0.4,-0.33
932,58e6407ada6e257f670cf071,Veil's Binding Scene,Misc.,,40.0,,,,
933,5c1bda2014a8e4006b1dad98,Magus Drive,Arcane,185.4,179.0,,,,
934,5c1bd9fd14a8e4006b1dad50,Quick Reload,Mod,9.0,9.25,,,,
935,5c1bda0714a8e4006b1dad61,Strain Fever,Mod,14.3,15.0,,,,
936,5c1bda0a14a8e4006b1dad67,Archgun Ace,Mod,11.5,12.111,19.0,15.0,7.5,2.89
937,5c1bda0c14a8e4006b1dad6a,Mad Stack,Mod,20.2,16.0,26.8,28.0,6.6,12.0
938,5cb04869fc2db2068006980f,Teeming Virulence,Mod,13.7,15.0,13.0,13.0,-0.7,-2.0
939,5c1e62d3817a0d0092fb160a,Fortuna Scene,Misc.,44.0,30.0,,,,
940,5ca28670fc2db2035eae059d,Tipedo Prime Ornament,Weapon,11.8,11.5,,,,
941,5ca28670fc2db2035eae05a3,Stradavar Prime Receiver,Weapon,5.6,5.0,,,,
942,5703ed10a064f4ab755dc139,Snipetron Vandal Barrel,Weapon,15.4,13.0,,,,
943,54aaf259e7798948f1b718c7,Arcane Scorpion Helmet,Skin,61.6,80.0,,,,
944,54ca4329e779891a21d036bd,Wyrm Prime Cerebrum,Blueprint,18.7,18.258,,,,
945,567af35fcbfa8f05d076a4f8,Spry Sights,Mod,,29.0,,20.0,0.0,-9.0
946,54a74454e779892d5e515619,Targeting Receptor,Mod,14.6,28.0,,,,
947,58d8f22a11efe42a5e5231fe,Ayatan Valana Sculpture,Ayatan Sculpture,3.4,4.508,,,,
948,54a74454e779892d5e5155c2,Bane Of Infested,Mod,3.2,3.0,,,,
949,54a74454e779892d5e5155c3,Shocking Touch,Mod,12.2,10.0,,,,
950,5783bf69d9b6753790c89e9b,Cyngas Barrel,Weapon,8.9,8.364,,,,
951,54a74454e779892d5e5155c8,Sprint Boost,Mod,14.0,15.048,26.3,26.0,12.3,10.95
952,5783bf71d9b6753790c89e9d,Cyngas Stock,Weapon,13.7,15.0,,,,
953,54a74455e779892d5e5156cb,Furious Javelin,Mod,12.4,12.333,16.1,15.0,3.7,2.67
954,54a73e65e779893a797fff4e,Lex Prime Blueprint,Weapon,2.6,2.391,,,,
955,585a925a2c2ada004285df01,Draining Gloom,Mod,9.8,7.0,,,,
956,5d322d0f74bdad027da4d07a,Gas City Elemental Refinement Scene,Misc.,,7.5,,,,
957,54a74455e779892d5e5156c9,Hellfire,Mod,3.2,3.0,9.6,10.0,6.4,7.0
958,585a93312c2ada00552edf0f,Precision Munition,Mod,19.6,10.0,,,,
959,54a74455e779892d5e5156cd,Argon Plating,Mod,4.7,4.0,13.4,15.0,8.7,11.0
960,56463b04b66f83585da94c6a,Corpus Void Key,Key,1990.0,1800.0,,,,
